Feature,P-Value,Bonferroni Corrected P-Value
GO:0010557,1.0,1.0
GO:0010608,1.0,1.0
GO:0010628,1.0,1.0
GO:0010629,1.0,1.0
GO:0010795,1.0,1.0
GO:0010810,1.0,1.0
GO:0010945,1.0,1.0
GO:0010960,1.0,1.0
GO:0010974,1.0,1.0
GO:0012501,1.0,1.0
GO:0014070,1.0,1.0
GO:0015020,1.0,1.0
GO:0015031,1.0,1.0
GO:0015035,1.0,1.0
GO:0015036,1.0,1.0
GO:0015038,1.0,1.0
GO:0015044,1.0,1.0
GO:0015074,1.0,1.0
GO:0015075,1.0,1.0
GO:0015078,1.0,1.0
GO:0015079,1.0,1.0
GO:0015080,1.0,1.0
GO:0015081,1.0,1.0
GO:0015086,1.0,1.0
GO:0015087,1.0,1.0
GO:0015091,1.0,1.0
GO:0015092,1.0,1.0
GO:0015093,1.0,1.0
GO:0015094,1.0,1.0
GO:0015095,1.0,1.0
GO:0015098,1.0,1.0
GO:0015099,1.0,1.0
GO:0015105,1.0,1.0
GO:0015112,1.0,1.0
GO:0015113,1.0,1.0
GO:0015116,1.0,1.0
GO:0015117,1.0,1.0
GO:0015123,1.0,1.0
GO:0015125,1.0,1.0
GO:0015128,1.0,1.0
GO:0015129,1.0,1.0
GO:0015134,1.0,1.0
GO:0015136,1.0,1.0
GO:0015138,1.0,1.0
GO:0015141,1.0,1.0
GO:0015143,1.0,1.0
GO:0015144,1.0,1.0
GO:0015147,1.0,1.0
GO:0015148,1.0,1.0
GO:0015150,1.0,1.0
GO:0015153,1.0,1.0
GO:0015159,1.0,1.0
GO:0015168,1.0,1.0
GO:0015169,1.0,1.0
GO:0015171,1.0,1.0
GO:0015173,1.0,1.0
GO:0015175,1.0,1.0
GO:0015179,1.0,1.0
GO:0015180,1.0,1.0
GO:0015183,1.0,1.0
GO:0015184,1.0,1.0
GO:0015185,1.0,1.0
GO:0015187,1.0,1.0
GO:0015188,1.0,1.0
GO:0015189,1.0,1.0
GO:0015190,1.0,1.0
GO:0015191,1.0,1.0
GO:0015192,1.0,1.0
GO:0015193,1.0,1.0
GO:0015194,1.0,1.0
GO:0015195,1.0,1.0
GO:0015196,1.0,1.0
GO:0015199,1.0,1.0
GO:0015205,1.0,1.0
GO:0015207,1.0,1.0
GO:0015208,1.0,1.0
GO:0015209,0.3571428571428571,1.0
GO:0015210,1.0,1.0
GO:0015211,1.0,1.0
GO:0015212,1.0,1.0
GO:0015213,1.0,1.0
GO:0015214,1.0,1.0
GO:0015218,1.0,1.0
GO:0015220,1.0,1.0
GO:0015221,1.0,1.0
GO:0015226,1.0,1.0
GO:0015230,1.0,1.0
GO:0015232,1.0,1.0
GO:0015233,1.0,1.0
GO:0015234,1.0,1.0
GO:0015250,1.0,1.0
GO:0015252,1.0,1.0
GO:0015254,1.0,1.0
GO:0015267,1.0,1.0
GO:0015276,1.0,1.0
GO:0015288,1.0,1.0
GO:0015291,0.3571428571428571,1.0
GO:0015292,1.0,1.0
GO:0015293,0.536082474226804,1.0
GO:0015294,1.0,1.0
GO:0015295,0.3571428571428571,1.0
GO:0015296,1.0,1.0
GO:0015297,1.0,1.0
GO:0015315,1.0,1.0
GO:0015333,1.0,1.0
GO:0015341,1.0,1.0
GO:0015343,1.0,1.0
GO:0015344,1.0,1.0
GO:0015360,1.0,1.0
GO:0015366,1.0,1.0
GO:0015379,1.0,1.0
GO:0015385,1.0,1.0
GO:0015386,1.0,1.0
GO:0015387,1.0,1.0
GO:0015399,1.0,1.0
GO:0015407,1.0,1.0
GO:0015408,1.0,1.0
GO:0015411,1.0,1.0
GO:0015412,1.0,1.0
GO:0015413,1.0,1.0
GO:0015415,1.0,1.0
GO:0015416,1.0,1.0
GO:0015417,1.0,1.0
GO:0015419,1.0,1.0
GO:0015420,1.0,1.0
GO:0015423,1.0,1.0
GO:0015424,1.0,1.0
GO:0015426,1.0,1.0
GO:0015430,1.0,1.0
GO:0015437,1.0,1.0
GO:0015439,1.0,1.0
GO:0015444,1.0,1.0
GO:0015450,1.0,1.0
GO:0015453,1.0,1.0
GO:0015471,1.0,1.0
GO:0015473,1.0,1.0
GO:0015478,1.0,1.0
GO:0015481,1.0,1.0
GO:0015483,1.0,1.0
GO:0015486,1.0,1.0
GO:0015487,1.0,1.0
GO:0015489,1.0,1.0
GO:0015496,1.0,1.0
GO:0015499,1.0,1.0
GO:0015501,1.0,1.0
GO:0015503,1.0,1.0
GO:0015505,1.0,1.0
GO:0015506,1.0,1.0
GO:0015517,1.0,1.0
GO:0015518,1.0,1.0
GO:0015519,1.0,1.0
GO:0015526,1.0,1.0
GO:0015527,1.0,1.0
GO:0015528,1.0,1.0
GO:0015530,1.0,1.0
GO:0015535,1.0,1.0
GO:0015538,1.0,1.0
GO:0015546,1.0,1.0
GO:0015553,1.0,1.0
GO:0015556,1.0,1.0
GO:0015558,1.0,1.0
GO:0015562,0.3571428571428571,1.0
GO:0015565,0.3571428571428571,1.0
GO:0015568,1.0,1.0
GO:0015572,1.0,1.0
GO:0015574,1.0,1.0
GO:0015577,1.0,1.0
GO:0015591,1.0,1.0
GO:0015592,1.0,1.0
GO:0015594,1.0,1.0
GO:0015599,1.0,1.0
GO:0015603,1.0,1.0
GO:0015606,1.0,1.0
GO:0015611,1.0,1.0
GO:0015612,1.0,1.0
GO:0015614,1.0,1.0
GO:0015615,1.0,1.0
GO:0015616,1.0,1.0
GO:0015620,1.0,1.0
GO:0015625,1.0,1.0
GO:0015627,1.0,1.0
GO:0015628,1.0,1.0
GO:0015633,1.0,1.0
GO:0015638,1.0,1.0
GO:0015643,1.0,1.0
GO:0015647,1.0,1.0
GO:0015648,1.0,1.0
GO:0015649,1.0,1.0
GO:0015654,1.0,1.0
GO:0015658,1.0,1.0
GO:0015661,1.0,1.0
GO:0015662,1.0,1.0
GO:0015666,1.0,1.0
GO:0015670,1.0,1.0
GO:0015671,1.0,1.0
GO:0015673,1.0,1.0
GO:0015675,1.0,1.0
GO:0015679,1.0,1.0
GO:0015685,1.0,1.0
GO:0015687,1.0,1.0
GO:0015689,1.0,1.0
GO:0015691,1.0,1.0
GO:0015692,1.0,1.0
GO:0015693,1.0,1.0
GO:0015695,1.0,1.0
GO:0015699,1.0,1.0
GO:0015700,1.0,1.0
GO:0015706,1.0,1.0
GO:0015707,1.0,1.0
GO:0015709,1.0,1.0
GO:0015710,1.0,1.0
GO:0015712,1.0,1.0
GO:0015716,1.0,1.0
GO:0015720,1.0,1.0
GO:0015721,1.0,1.0
GO:0015724,1.0,1.0
GO:0015726,1.0,1.0
GO:0015727,1.0,1.0
GO:0015733,1.0,1.0
GO:0015734,1.0,1.0
GO:0015736,1.0,1.0
GO:0015739,1.0,1.0
GO:0015740,1.0,1.0
GO:0015741,1.0,1.0
GO:0015744,1.0,1.0
GO:0015747,1.0,1.0
GO:0015751,1.0,1.0
GO:0015752,1.0,1.0
GO:0015753,1.0,1.0
GO:0015754,1.0,1.0
GO:0015755,1.0,1.0
GO:0015756,1.0,1.0
GO:0015757,1.0,1.0
GO:0015760,1.0,1.0
GO:0015761,1.0,1.0
GO:0015762,1.0,1.0
GO:0015764,1.0,1.0
GO:0015765,1.0,1.0
GO:0015767,1.0,1.0
GO:0015768,1.0,1.0
GO:0015769,1.0,1.0
GO:0015771,1.0,1.0
GO:0015772,1.0,1.0
GO:0015774,1.0,1.0
GO:0015778,1.0,1.0
GO:0015791,1.0,1.0
GO:0015793,1.0,1.0
GO:0015794,1.0,1.0
GO:0015795,1.0,1.0
GO:0015796,1.0,1.0
GO:0015797,1.0,1.0
GO:0015801,1.0,1.0
GO:0015803,1.0,1.0
GO:0015806,1.0,1.0
GO:0015807,1.0,1.0
GO:0015808,1.0,1.0
GO:0015810,1.0,1.0
GO:0015811,1.0,1.0
GO:0015812,1.0,1.0
GO:0015813,1.0,1.0
GO:0015814,1.0,1.0
GO:0015816,1.0,1.0
GO:0015818,1.0,1.0
GO:0015820,1.0,1.0
GO:0015821,1.0,1.0
GO:0015822,1.0,1.0
GO:0015823,1.0,1.0
GO:0015824,1.0,1.0
GO:0015825,1.0,1.0
GO:0015826,0.3571428571428571,1.0
GO:0015827,1.0,1.0
GO:0015828,1.0,1.0
GO:0015829,1.0,1.0
GO:0015833,1.0,1.0
GO:0015835,1.0,1.0
GO:0015836,1.0,1.0
GO:0015837,1.0,1.0
GO:0015838,1.0,1.0
GO:0015839,1.0,1.0
GO:0015846,1.0,1.0
GO:0015847,1.0,1.0
GO:0015848,1.0,1.0
GO:0015851,1.0,1.0
GO:0015853,1.0,1.0
GO:0015856,0.3571428571428571,1.0
GO:0015857,1.0,1.0
GO:0015858,1.0,1.0
GO:0015860,1.0,1.0
GO:0015861,1.0,1.0
GO:0015862,1.0,1.0
GO:0015863,1.0,1.0
GO:0015864,1.0,1.0
GO:0015871,1.0,1.0
GO:0015879,1.0,1.0
GO:0015882,1.0,1.0
GO:0015886,1.0,1.0
GO:0015887,1.0,1.0
GO:0015888,1.0,1.0
GO:0015889,1.0,1.0
GO:0015891,1.0,1.0
GO:0015904,1.0,1.0
GO:0015908,1.0,1.0
GO:0015909,1.0,1.0
GO:0015912,1.0,1.0
GO:0015914,1.0,1.0
GO:0015920,1.0,1.0
GO:0015926,1.0,1.0
GO:0015930,1.0,1.0
GO:0015934,1.0,1.0
GO:0015935,1.0,1.0
GO:0015936,1.0,1.0
GO:0015937,1.0,1.0
GO:0015940,1.0,1.0
GO:0015941,1.0,1.0
GO:0015942,1.0,1.0
GO:0015944,1.0,1.0
GO:0015949,0.536082474226804,1.0
GO:0015950,1.0,1.0
GO:0015951,1.0,1.0
GO:0015968,1.0,1.0
GO:0015969,1.0,1.0
GO:0015970,1.0,1.0
GO:0015974,1.0,1.0
GO:0015976,1.0,1.0
GO:0015977,1.0,1.0
GO:0015986,1.0,1.0
GO:0015990,1.0,1.0
GO:0016002,1.0,1.0
GO:0016020,0.005236480052070163,1.0
GO:0016024,1.0,1.0
GO:0016032,1.0,1.0
GO:0016034,1.0,1.0
GO:0016036,1.0,1.0
GO:0016042,1.0,1.0
GO:0016051,1.0,1.0
GO:0016052,1.0,1.0
GO:0016054,1.0,1.0
GO:0016070,1.0,1.0
GO:0016075,1.0,1.0
GO:0016094,0.3571428571428571,1.0
GO:0016114,1.0,1.0
GO:0016149,0.3571428571428571,1.0
GO:0016150,0.3571428571428571,1.0
GO:0016151,1.0,1.0
GO:0016154,1.0,1.0
GO:0016158,1.0,1.0
GO:0016208,1.0,1.0
GO:0016209,1.0,1.0
GO:0016212,1.0,1.0
GO:0016226,1.0,1.0
GO:0016231,1.0,1.0
GO:0016234,1.0,1.0
GO:0016259,1.0,1.0
GO:0016260,1.0,1.0
GO:0016261,1.0,1.0
GO:0016279,1.0,1.0
GO:0016289,1.0,1.0
GO:0016297,1.0,1.0
GO:0016298,1.0,1.0
GO:0016301,1.0,1.0
GO:0016310,1.0,1.0
GO:0016311,1.0,1.0
GO:0016405,1.0,1.0
GO:0016407,0.3571428571428571,1.0
GO:0016410,1.0,1.0
GO:0016413,0.3571428571428571,1.0
GO:0016415,1.0,1.0
GO:0016416,1.0,1.0
GO:0016430,1.0,1.0
GO:0016432,1.0,1.0
GO:0016433,1.0,1.0
GO:0016434,0.3571428571428571,1.0
GO:0016436,1.0,1.0
GO:0016462,1.0,1.0
GO:0016463,1.0,1.0
GO:0016485,1.0,1.0
GO:0016491,0.45137125634789543,1.0
GO:0016509,1.0,1.0
GO:0016530,1.0,1.0
GO:0016531,1.0,1.0
GO:0016540,1.0,1.0
GO:0016594,1.0,1.0
GO:0016595,1.0,1.0
GO:0016597,1.0,1.0
GO:0016614,1.0,1.0
GO:0016615,1.0,1.0
GO:0016616,0.12864312843965583,1.0
GO:0016618,1.0,1.0
GO:0016620,1.0,1.0
GO:0016624,1.0,1.0
GO:0016625,1.0,1.0
GO:0016627,1.0,1.0
GO:0016628,1.0,1.0
GO:0016639,0.3571428571428571,1.0
GO:0016645,1.0,1.0
GO:0016646,1.0,1.0
GO:0016647,1.0,1.0
GO:0016651,1.0,1.0
GO:0016652,1.0,1.0
GO:0016655,1.0,1.0
GO:0016661,1.0,1.0
GO:0016667,1.0,1.0
GO:0016668,1.0,1.0
GO:0016671,1.0,1.0
GO:0016672,1.0,1.0
GO:0016675,1.0,1.0
GO:0016679,1.0,1.0
GO:0016682,1.0,1.0
GO:0016684,1.0,1.0
GO:0016701,1.0,1.0
GO:0016705,1.0,1.0
GO:0016706,1.0,1.0
GO:0016709,1.0,1.0
GO:0016722,1.0,1.0
GO:0016724,1.0,1.0
GO:0016726,1.0,1.0
GO:0016731,1.0,1.0
GO:0016740,1.0,1.0
GO:0016741,1.0,1.0
GO:0016742,1.0,1.0
GO:0016743,1.0,1.0
GO:0016744,1.0,1.0
GO:0016746,1.0,1.0
GO:0016747,1.0,1.0
GO:0016748,1.0,1.0
GO:0016755,1.0,1.0
GO:0016757,1.0,1.0
GO:0016758,1.0,1.0
GO:0016759,1.0,1.0
GO:0016760,1.0,1.0
GO:0016763,1.0,1.0
GO:0016765,1.0,1.0
GO:0016768,1.0,1.0
GO:0016769,1.0,1.0
GO:0016772,1.0,1.0
GO:0016773,1.0,1.0
GO:0016774,0.3571428571428571,1.0
GO:0016775,1.0,1.0
GO:0016776,1.0,1.0
GO:0016778,1.0,1.0
GO:0016779,1.0,1.0
GO:0016780,1.0,1.0
GO:0016782,1.0,1.0
GO:0016783,1.0,1.0
GO:0016784,1.0,1.0
GO:0016787,1.0,1.0
GO:0016788,1.0,1.0
GO:0016790,1.0,1.0
GO:0016791,0.3571428571428571,1.0
GO:0016795,1.0,1.0
GO:0016798,1.0,1.0
GO:0016799,1.0,1.0
GO:0016803,1.0,1.0
GO:0016805,1.0,1.0
GO:0016807,1.0,1.0
GO:0016810,1.0,1.0
GO:0016811,1.0,1.0
GO:0016812,1.0,1.0
GO:0016813,1.0,1.0
GO:0016814,1.0,1.0
GO:0016817,1.0,1.0
GO:0016818,1.0,1.0
GO:0016823,1.0,1.0
GO:0016829,0.41637997714180164,1.0
GO:0016830,1.0,1.0
GO:0016831,1.0,1.0
GO:0016832,1.0,1.0
GO:0016833,1.0,1.0
GO:0016835,1.0,1.0
GO:0016836,1.0,1.0
GO:0016837,1.0,1.0
GO:0016840,1.0,1.0
GO:0016853,1.0,1.0
GO:0016854,1.0,1.0
GO:0016855,1.0,1.0
GO:0016857,1.0,1.0
GO:0016861,1.0,1.0
GO:0016862,1.0,1.0
GO:0016866,1.0,1.0
GO:0016868,1.0,1.0
GO:0016869,1.0,1.0
GO:0016872,1.0,1.0
GO:0016874,1.0,1.0
GO:0016878,1.0,1.0
GO:0016879,1.0,1.0
GO:0016880,1.0,1.0
GO:0016881,1.0,1.0
GO:0016887,0.536082474226804,1.0
GO:0016888,1.0,1.0
GO:0016891,1.0,1.0
GO:0016892,1.0,1.0
GO:0016896,1.0,1.0
GO:0016901,0.3571428571428571,1.0
GO:0016903,1.0,1.0
GO:0016926,1.0,1.0
GO:0016929,1.0,1.0
GO:0016966,1.0,1.0
GO:0016979,1.0,1.0
GO:0016987,1.0,1.0
GO:0016989,1.0,1.0
GO:0016992,1.0,1.0
GO:0016998,1.0,1.0
GO:0017001,1.0,1.0
GO:0017004,1.0,1.0
GO:0017018,0.3571428571428571,1.0
GO:0017038,1.0,1.0
GO:0017053,1.0,1.0
GO:0017057,1.0,1.0
GO:0017061,1.0,1.0
GO:0017089,1.0,1.0
GO:0017108,1.0,1.0
GO:0017110,1.0,1.0
GO:0017111,1.0,1.0
GO:0017116,1.0,1.0
GO:0017117,1.0,1.0
GO:0017118,1.0,1.0
GO:0017136,1.0,1.0
GO:0017148,1.0,1.0
GO:0017150,1.0,1.0
GO:0017151,1.0,1.0
GO:0017168,1.0,1.0
GO:0018023,1.0,1.0
GO:0018104,1.0,1.0
GO:0018117,1.0,1.0
GO:0018131,1.0,1.0
GO:0018169,1.0,1.0
GO:0018206,1.0,1.0
GO:0018277,1.0,1.0
GO:0018345,1.0,1.0
GO:0018364,1.0,1.0
GO:0018393,1.0,1.0
GO:0018394,1.0,1.0
GO:0018455,1.0,1.0
GO:0018498,1.0,1.0
GO:0018738,1.0,1.0
GO:0018741,1.0,1.0
GO:0018756,1.0,1.0
GO:0018771,1.0,1.0
GO:0018773,1.0,1.0
GO:0018907,1.0,1.0
GO:0018909,1.0,1.0
GO:0018937,1.0,1.0
GO:0019003,0.3571428571428571,1.0
GO:0019008,1.0,1.0
GO:0019042,1.0,1.0
GO:0019068,1.0,1.0
GO:0019104,1.0,1.0
GO:0019107,1.0,1.0
GO:0019134,1.0,1.0
GO:0019143,1.0,1.0
GO:0019144,1.0,1.0
GO:0019145,1.0,1.0
GO:0019146,1.0,1.0
GO:0019147,1.0,1.0
GO:0019148,1.0,1.0
GO:0019149,1.0,1.0
GO:0019150,1.0,1.0
GO:0019153,1.0,1.0
GO:0019154,1.0,1.0
GO:0019158,1.0,1.0
GO:0019159,1.0,1.0
GO:0019161,1.0,1.0
GO:0019165,1.0,1.0
GO:0019168,1.0,1.0
GO:0019170,1.0,1.0
GO:0019171,1.0,1.0
GO:0019172,1.0,1.0
GO:0019177,1.0,1.0
GO:0019180,1.0,1.0
GO:0019200,1.0,1.0
GO:0019213,1.0,1.0
GO:0019217,1.0,1.0
GO:0019239,1.0,1.0
GO:0019240,1.0,1.0
GO:0019242,1.0,1.0
GO:0019243,1.0,1.0
GO:0019249,1.0,1.0
GO:0019250,1.0,1.0
GO:0019262,1.0,1.0
GO:0019264,1.0,1.0
GO:0019272,1.0,1.0
GO:0019277,1.0,1.0
GO:0019281,1.0,1.0
GO:0019284,1.0,1.0
GO:0019285,1.0,1.0
GO:0019288,1.0,1.0
GO:0019290,1.0,1.0
GO:0019292,1.0,1.0
GO:0019294,1.0,1.0
GO:0019299,1.0,1.0
GO:0019301,1.0,1.0
GO:0019303,1.0,1.0
GO:0019305,1.0,1.0
GO:0019309,1.0,1.0
GO:0019310,1.0,1.0
GO:0019316,1.0,1.0
GO:0019317,1.0,1.0
GO:0019318,1.0,1.0
GO:0019321,1.0,1.0
GO:0019323,1.0,1.0
GO:0019324,1.0,1.0
GO:0019333,1.0,1.0
GO:0019343,1.0,1.0
GO:0019344,1.0,1.0
GO:0019345,1.0,1.0
GO:0019346,1.0,1.0
GO:0019353,1.0,1.0
GO:0019354,1.0,1.0
GO:0019363,1.0,1.0
GO:0019365,1.0,1.0
GO:0019367,1.0,1.0
GO:0019379,1.0,1.0
GO:0019380,1.0,1.0
GO:0019391,1.0,1.0
GO:0019394,1.0,1.0
GO:0019402,1.0,1.0
GO:0019404,1.0,1.0
GO:0019413,0.3571428571428571,1.0
GO:0019427,1.0,1.0
GO:0019430,1.0,1.0
GO:0019447,1.0,1.0
GO:0019448,1.0,1.0
GO:0019450,1.0,1.0
GO:0019464,1.0,1.0
GO:0019477,1.0,1.0
GO:0019478,1.0,1.0
GO:0019480,1.0,1.0
GO:0019509,1.0,1.0
GO:0019516,0.3571428571428571,1.0
GO:0019518,1.0,1.0
GO:0019521,1.0,1.0
GO:0019529,1.0,1.0
GO:0019534,1.0,1.0
GO:0019538,1.0,1.0
GO:0019542,0.3571428571428571,1.0
GO:0019544,1.0,1.0
GO:0019545,1.0,1.0
GO:0019546,1.0,1.0
GO:0019563,1.0,1.0
GO:0019568,1.0,1.0
GO:0019569,1.0,1.0
GO:0019571,1.0,1.0
GO:0019572,1.0,1.0
GO:0019580,1.0,1.0
GO:0019584,1.0,1.0
GO:0019588,1.0,1.0
GO:0019592,0.3571428571428571,1.0
GO:0019594,0.3571428571428571,1.0
GO:0019607,1.0,1.0
GO:0019619,1.0,1.0
GO:0019622,1.0,1.0
GO:0019628,1.0,1.0
GO:0019629,1.0,1.0
GO:0019632,1.0,1.0
GO:0019634,1.0,1.0
GO:0019637,1.0,1.0
GO:0019645,0.2935431361909929,1.0
GO:0019646,1.0,1.0
GO:0019660,1.0,1.0
GO:0019664,1.0,1.0
GO:0019665,1.0,1.0
GO:0019673,1.0,1.0
GO:0019674,1.0,1.0
GO:0019676,1.0,1.0
GO:0019677,1.0,1.0
GO:0019678,1.0,1.0
GO:0019679,1.0,1.0
GO:0019686,1.0,1.0
GO:0019693,1.0,1.0
GO:0019698,0.3571428571428571,1.0
GO:0019700,1.0,1.0
GO:0019720,1.0,1.0
GO:0019740,1.0,1.0
GO:0019752,1.0,1.0
GO:0019805,1.0,1.0
GO:0019808,1.0,1.0
GO:0019809,1.0,1.0
GO:0019810,1.0,1.0
GO:0019812,1.0,1.0
GO:0019825,1.0,1.0
GO:0019826,1.0,1.0
GO:0019829,1.0,1.0
GO:0019843,1.0,1.0
GO:0019852,1.0,1.0
GO:0019853,1.0,1.0
GO:0019854,1.0,1.0
GO:0019856,1.0,1.0
GO:0019858,0.3571428571428571,1.0
GO:0019859,1.0,1.0
GO:0019866,1.0,1.0
GO:0019867,1.0,1.0
GO:0019877,1.0,1.0
GO:0019878,1.0,1.0
GO:0019897,1.0,1.0
GO:0019898,1.0,1.0
GO:0019899,1.0,1.0
GO:0019901,1.0,1.0
GO:0019904,1.0,1.0
GO:0019985,1.0,1.0
GO:0019988,1.0,1.0
GO:0019992,1.0,1.0
GO:0020002,1.0,1.0
GO:0020037,0.5505798969072165,1.0
GO:0022417,1.0,1.0
GO:0022611,1.0,1.0
GO:0022625,1.0,1.0
GO:0022626,1.0,1.0
GO:0022627,1.0,1.0
GO:0022834,1.0,1.0
GO:0022857,1.0,1.0
GO:0022870,1.0,1.0
GO:0022872,1.0,1.0
GO:0022877,1.0,1.0
GO:0022883,1.0,1.0
GO:0022900,1.0,1.0
GO:0022904,1.0,1.0
GO:0023019,1.0,1.0
GO:0030001,1.0,1.0
GO:0030003,1.0,1.0
GO:0030026,1.0,1.0
GO:0030060,1.0,1.0
GO:0030091,1.0,1.0
GO:0030145,1.0,1.0
GO:0030151,1.0,1.0
GO:0030153,1.0,1.0
GO:0030162,1.0,1.0
GO:0030163,1.0,1.0
GO:0030164,1.0,1.0
GO:0030170,0.536082474226804,1.0
GO:0030174,1.0,1.0
GO:0030234,1.0,1.0
GO:0030244,1.0,1.0
GO:0030245,1.0,1.0
GO:0030246,1.0,1.0
GO:0030254,1.0,1.0
GO:0030257,1.0,1.0
GO:0030258,1.0,1.0
GO:0030259,1.0,1.0
GO:0030261,0.5505798969072165,1.0
GO:0030266,1.0,1.0
GO:0030267,1.0,1.0
GO:0030272,1.0,1.0
GO:0030288,0.7076644753010262,1.0
GO:0030295,1.0,1.0
GO:0030307,1.0,1.0
GO:0030308,1.0,1.0
GO:0030313,1.0,1.0
GO:0030337,1.0,1.0
GO:0030350,1.0,1.0
GO:0030366,1.0,1.0
GO:0030371,1.0,1.0
GO:0030388,1.0,1.0
GO:0030395,1.0,1.0
GO:0030414,1.0,1.0
GO:0030420,1.0,1.0
GO:0030428,1.0,1.0
GO:0030488,1.0,1.0
GO:0030490,0.3571428571428571,1.0
GO:0030497,1.0,1.0
GO:0030527,0.5505798969072165,1.0
GO:0030541,1.0,1.0
GO:0030552,1.0,1.0
GO:0030572,1.0,1.0
GO:0030573,1.0,1.0
GO:0030599,1.0,1.0
GO:0030604,1.0,1.0
GO:0030611,1.0,1.0
GO:0030613,1.0,1.0
GO:0030632,1.0,1.0
GO:0030641,1.0,1.0
GO:0030643,1.0,1.0
GO:0030674,1.0,1.0
GO:0030677,1.0,1.0
GO:0030694,1.0,1.0
GO:0030697,1.0,1.0
GO:0030798,1.0,1.0
GO:0030813,1.0,1.0
GO:0030880,1.0,1.0
GO:0030894,1.0,1.0
GO:0030955,1.0,1.0
GO:0030964,0.536082474226804,1.0
GO:0030973,1.0,1.0
GO:0030975,1.0,1.0
GO:0030976,1.0,1.0
GO:0030980,1.0,1.0
GO:0030983,1.0,1.0
GO:0031004,1.0,1.0
GO:0031071,1.0,1.0
GO:0031072,1.0,1.0
GO:0031118,1.0,1.0
GO:0031119,1.0,1.0
GO:0031123,1.0,1.0
GO:0031125,1.0,1.0
GO:0031132,1.0,1.0
GO:0031163,1.0,1.0
GO:0031167,0.3571428571428571,1.0
GO:0031177,1.0,1.0
GO:0031220,1.0,1.0
GO:0031234,0.3571428571428571,1.0
GO:0031240,1.0,1.0
GO:0031241,1.0,1.0
GO:0031250,1.0,1.0
GO:0031297,1.0,1.0
GO:0031317,1.0,1.0
GO:0031346,1.0,1.0
GO:0031365,1.0,1.0
GO:0031388,1.0,1.0
GO:0031400,1.0,1.0
GO:0031402,1.0,1.0
GO:0031403,1.0,1.0
GO:0031404,1.0,1.0
GO:0031405,1.0,1.0
GO:0031418,1.0,1.0
GO:0031419,1.0,1.0
GO:0031420,1.0,1.0
GO:0031421,1.0,1.0
GO:0031427,1.0,1.0
GO:0031459,1.0,1.0
GO:0031460,1.0,1.0
GO:0031469,1.0,1.0
GO:0031471,1.0,1.0
GO:0031522,1.0,1.0
GO:0031554,1.0,1.0
GO:0031555,1.0,1.0
GO:0031556,1.0,1.0
GO:0031564,1.0,1.0
GO:0031589,1.0,1.0
GO:0031638,1.0,1.0
GO:0031640,1.0,1.0
GO:0031648,1.0,1.0
GO:0031667,1.0,1.0
GO:0031669,1.0,1.0
GO:0031670,1.0,1.0
