Feature,P-Value,Bonferroni Corrected P-Value
GO:0051073,1.0,1.0
GO:0051075,1.0,1.0
GO:0051082,1.0,1.0
GO:0051083,1.0,1.0
GO:0051085,1.0,1.0
GO:0051087,1.0,1.0
GO:0051090,1.0,1.0
GO:0051096,1.0,1.0
GO:0051103,0.3571428571428571,1.0
GO:0051108,1.0,1.0
GO:0051109,1.0,1.0
GO:0051117,1.0,1.0
GO:0051131,1.0,1.0
GO:0051143,1.0,1.0
GO:0051156,1.0,1.0
GO:0051191,1.0,1.0
GO:0051192,1.0,1.0
GO:0051205,1.0,1.0
GO:0051213,1.0,1.0
GO:0051224,1.0,1.0
GO:0051252,1.0,1.0
GO:0051258,1.0,1.0
GO:0051259,1.0,1.0
GO:0051260,1.0,1.0
GO:0051262,1.0,1.0
GO:0051266,1.0,1.0
GO:0051274,1.0,1.0
GO:0051276,0.536082474226804,1.0
GO:0051286,1.0,1.0
GO:0051287,0.28948821796759944,1.0
GO:0051289,1.0,1.0
GO:0051301,0.3571428571428571,1.0
GO:0051302,1.0,1.0
GO:0051304,1.0,1.0
GO:0051391,1.0,1.0
GO:0051392,1.0,1.0
GO:0051409,1.0,1.0
GO:0051410,1.0,1.0
GO:0051453,1.0,1.0
GO:0051454,1.0,1.0
GO:0051476,1.0,1.0
GO:0051479,1.0,1.0
GO:0051484,1.0,1.0
GO:0051494,1.0,1.0
GO:0051495,1.0,1.0
GO:0051499,1.0,1.0
GO:0051500,1.0,1.0
GO:0051518,1.0,1.0
GO:0051536,0.536082474226804,1.0
GO:0051537,1.0,1.0
GO:0051538,1.0,1.0
GO:0051539,0.08552054351716097,1.0
GO:0051540,1.0,1.0
GO:0051575,1.0,1.0
GO:0051595,1.0,1.0
GO:0051596,1.0,1.0
GO:0051599,1.0,1.0
GO:0051603,1.0,1.0
GO:0051604,1.0,1.0
GO:0051607,1.0,1.0
GO:0051649,1.0,1.0
GO:0051726,1.0,1.0
GO:0051745,1.0,1.0
GO:0051781,1.0,1.0
GO:0051782,1.0,1.0
GO:0051870,1.0,1.0
GO:0051871,1.0,1.0
GO:0051903,1.0,1.0
GO:0051908,1.0,1.0
GO:0051920,1.0,1.0
GO:0051977,1.0,1.0
GO:0051978,1.0,1.0
GO:0051983,1.0,1.0
GO:0051989,1.0,1.0
GO:0051991,1.0,1.0
GO:0051992,1.0,1.0
GO:0052131,1.0,1.0
GO:0052381,1.0,1.0
GO:0052588,1.0,1.0
GO:0052589,1.0,1.0
GO:0052595,1.0,1.0
GO:0052614,1.0,1.0
GO:0052621,1.0,1.0
GO:0052654,1.0,1.0
GO:0052655,1.0,1.0
GO:0052656,1.0,1.0
GO:0052657,1.0,1.0
GO:0052660,1.0,1.0
GO:0052661,1.0,1.0
GO:0052665,1.0,1.0
GO:0052673,1.0,1.0
GO:0052689,1.0,1.0
GO:0052693,1.0,1.0
GO:0052717,1.0,1.0
GO:0052733,1.0,1.0
GO:0052734,1.0,1.0
GO:0052737,1.0,1.0
GO:0052739,1.0,1.0
GO:0052740,1.0,1.0
GO:0052745,1.0,1.0
GO:0052751,1.0,1.0
GO:0052773,1.0,1.0
GO:0052777,1.0,1.0
GO:0052778,1.0,1.0
GO:0052816,1.0,1.0
GO:0052821,1.0,1.0
GO:0052822,1.0,1.0
GO:0052823,1.0,1.0
GO:0052832,1.0,1.0
GO:0052833,1.0,1.0
GO:0052837,1.0,1.0
GO:0052851,1.0,1.0
GO:0052855,1.0,1.0
GO:0052856,1.0,1.0
GO:0052857,1.0,1.0
GO:0052858,1.0,1.0
GO:0052865,1.0,1.0
GO:0052868,1.0,1.0
GO:0052873,1.0,1.0
GO:0052874,1.0,1.0
GO:0052875,1.0,1.0
GO:0052890,1.0,1.0
GO:0052906,1.0,1.0
GO:0052907,0.3571428571428571,1.0
GO:0052908,1.0,1.0
GO:0052911,1.0,1.0
GO:0052913,1.0,1.0
GO:0052914,1.0,1.0
GO:0052915,1.0,1.0
GO:0052916,1.0,1.0
GO:0055051,1.0,1.0
GO:0055052,0.2935431361909929,1.0
GO:0055070,1.0,1.0
GO:0055082,1.0,1.0
GO:0055085,0.7174089927909919,1.0
GO:0055086,1.0,1.0
GO:0055129,1.0,1.0
GO:0055130,1.0,1.0
GO:0060003,1.0,1.0
GO:0060090,0.3571428571428571,1.0
GO:0060187,1.0,1.0
GO:0060241,0.3571428571428571,1.0
GO:0060274,1.0,1.0
GO:0060326,1.0,1.0
GO:0060566,1.0,1.0
GO:0060567,1.0,1.0
GO:0060698,1.0,1.0
GO:0060699,1.0,1.0
GO:0061077,0.28948821796759944,1.0
GO:0061133,1.0,1.0
GO:0061157,1.0,1.0
GO:0061459,1.0,1.0
GO:0061463,1.0,1.0
GO:0061473,1.0,1.0
GO:0061475,1.0,1.0
GO:0061503,1.0,1.0
GO:0061504,1.0,1.0
GO:0061513,1.0,1.0
GO:0061522,1.0,1.0
GO:0061542,1.0,1.0
GO:0061593,1.0,1.0
GO:0061594,1.0,1.0
GO:0061595,1.0,1.0
GO:0061596,1.0,1.0
GO:0061598,1.0,1.0
GO:0061599,1.0,1.0
GO:0061602,1.0,1.0
GO:0061603,1.0,1.0
GO:0061605,1.0,1.0
GO:0061610,1.0,1.0
GO:0061615,1.0,1.0
GO:0061621,1.0,1.0
GO:0061627,1.0,1.0
GO:0061634,1.0,1.0
GO:0061677,1.0,1.0
GO:0061693,1.0,1.0
GO:0061694,1.0,1.0
GO:0061710,1.0,1.0
GO:0061711,1.0,1.0
GO:0061720,1.0,1.0
GO:0061727,1.0,1.0
GO:0061733,1.0,1.0
GO:0061787,1.0,1.0
GO:0061798,1.0,1.0
GO:0061799,1.0,1.0
GO:0061818,1.0,1.0
GO:0061928,1.0,1.0
GO:0061929,1.0,1.0
GO:0061980,0.3571428571428571,1.0
GO:0062054,1.0,1.0
GO:0062077,1.0,1.0
GO:0062155,1.0,1.0
GO:0062158,1.0,1.0
GO:0062192,1.0,1.0
GO:0062193,1.0,1.0
GO:0065002,1.0,1.0
GO:0065003,1.0,1.0
GO:0070006,1.0,1.0
GO:0070012,1.0,1.0
GO:0070025,1.0,1.0
GO:0070026,1.0,1.0
GO:0070038,1.0,1.0
GO:0070039,1.0,1.0
GO:0070040,1.0,1.0
GO:0070041,1.0,1.0
GO:0070042,1.0,1.0
GO:0070043,1.0,1.0
GO:0070063,0.3571428571428571,1.0
GO:0070069,1.0,1.0
GO:0070095,1.0,1.0
GO:0070178,1.0,1.0
GO:0070180,1.0,1.0
GO:0070181,1.0,1.0
GO:0070204,1.0,1.0
GO:0070205,1.0,1.0
GO:0070206,1.0,1.0
GO:0070207,1.0,1.0
GO:0070297,1.0,1.0
GO:0070298,1.0,1.0
GO:0070299,1.0,1.0
GO:0070301,0.3571428571428571,1.0
GO:0070329,1.0,1.0
GO:0070335,1.0,1.0
GO:0070401,1.0,1.0
GO:0070402,1.0,1.0
GO:0070403,1.0,1.0
GO:0070404,0.3571428571428571,1.0
GO:0070406,1.0,1.0
GO:0070415,1.0,1.0
GO:0070417,1.0,1.0
GO:0070469,1.0,1.0
GO:0070475,0.1251840942562592,1.0
GO:0070476,1.0,1.0
GO:0070482,1.0,1.0
GO:0070497,0.3571428571428571,1.0
GO:0070525,1.0,1.0
GO:0070538,1.0,1.0
GO:0070566,1.0,1.0
GO:0070568,1.0,1.0
GO:0070573,1.0,1.0
GO:0070574,1.0,1.0
GO:0070581,1.0,1.0
GO:0070588,1.0,1.0
GO:0070614,1.0,1.0
GO:0070626,1.0,1.0
GO:0070677,1.0,1.0
GO:0070678,1.0,1.0
GO:0070689,1.0,1.0
GO:0070716,1.0,1.0
GO:0070728,1.0,1.0
GO:0070733,1.0,1.0
GO:0070778,1.0,1.0
GO:0070814,1.0,1.0
GO:0070819,1.0,1.0
GO:0070905,0.3571428571428571,1.0
GO:0070929,1.0,1.0
GO:0070930,1.0,1.0
GO:0070968,1.0,1.0
GO:0070981,1.0,1.0
GO:0070987,1.0,1.0
GO:0070989,1.0,1.0
GO:0070991,1.0,1.0
GO:0071047,1.0,1.0
GO:0071111,1.0,1.0
GO:0071139,1.0,1.0
GO:0071172,1.0,1.0
GO:0071218,1.0,1.0
GO:0071230,1.0,1.0
GO:0071236,1.0,1.0
GO:0071237,1.0,1.0
GO:0071243,1.0,1.0
GO:0071248,1.0,1.0
GO:0071249,1.0,1.0
GO:0071250,1.0,1.0
GO:0071266,1.0,1.0
GO:0071269,1.0,1.0
GO:0071271,1.0,1.0
GO:0071276,1.0,1.0
GO:0071278,1.0,1.0
GO:0071280,1.0,1.0
GO:0071281,1.0,1.0
GO:0071284,1.0,1.0
GO:0071286,1.0,1.0
GO:0071287,1.0,1.0
GO:0071288,1.0,1.0
GO:0071289,1.0,1.0
GO:0071291,1.0,1.0
GO:0071292,1.0,1.0
GO:0071294,1.0,1.0
GO:0071310,1.0,1.0
GO:0071421,1.0,1.0
GO:0071422,1.0,1.0
GO:0071423,1.0,1.0
GO:0071424,1.0,1.0
GO:0071433,1.0,1.0
GO:0071453,1.0,1.0
GO:0071454,1.0,1.0
GO:0071456,1.0,1.0
GO:0071466,1.0,1.0
GO:0071467,1.0,1.0
GO:0071468,1.0,1.0
GO:0071470,1.0,1.0
GO:0071474,1.0,1.0
GO:0071475,1.0,1.0
GO:0071476,1.0,1.0
GO:0071500,1.0,1.0
GO:0071513,1.0,1.0
GO:0071518,1.0,1.0
GO:0071522,1.0,1.0
GO:0071555,0.3571428571428571,1.0
GO:0071577,1.0,1.0
GO:0071578,1.0,1.0
GO:0071667,1.0,1.0
GO:0071702,0.5505798969072165,1.0
GO:0071709,1.0,1.0
GO:0071713,1.0,1.0
GO:0071731,1.0,1.0
GO:0071732,1.0,1.0
GO:0071805,1.0,1.0
GO:0071806,1.0,1.0
GO:0071807,1.0,1.0
GO:0071871,1.0,1.0
GO:0071885,1.0,1.0
GO:0071890,1.0,1.0
GO:0071897,1.0,1.0
GO:0071916,1.0,1.0
GO:0071934,1.0,1.0
GO:0071944,1.0,1.0
GO:0071945,1.0,1.0
GO:0071949,0.3571428571428571,1.0
GO:0071951,1.0,1.0
GO:0071963,1.0,1.0
GO:0071967,1.0,1.0
GO:0071968,1.0,1.0
GO:0071972,1.0,1.0
GO:0071973,1.0,1.0
GO:0071977,1.0,1.0
GO:0071978,1.0,1.0
GO:0072344,1.0,1.0
GO:0072348,1.0,1.0
GO:0072488,1.0,1.0
GO:0072528,1.0,1.0
GO:0072531,1.0,1.0
GO:0072702,1.0,1.0
GO:0072711,1.0,1.0
GO:0072714,1.0,1.0
GO:0075713,1.0,1.0
GO:0080090,1.0,1.0
GO:0080111,1.0,1.0
GO:0080130,1.0,1.0
GO:0080135,1.0,1.0
GO:0080146,1.0,1.0
GO:0080176,1.0,1.0
GO:0089702,1.0,1.0
GO:0089705,1.0,1.0
GO:0089709,1.0,1.0
GO:0089714,1.0,1.0
GO:0089715,1.0,1.0
GO:0089718,1.0,1.0
GO:0090070,1.0,1.0
GO:0090071,1.0,1.0
GO:0090143,1.0,1.0
GO:0090313,1.0,1.0
GO:0090347,1.0,1.0
GO:0090357,1.0,1.0
GO:0090358,1.0,1.0
GO:0090452,1.0,1.0
GO:0090482,1.0,1.0
GO:0090483,1.0,1.0
GO:0090499,1.0,1.0
GO:0090529,1.0,1.0
GO:0090540,1.0,1.0
GO:0090549,1.0,1.0
GO:0090563,1.0,1.0
GO:0090564,1.0,1.0
GO:0090565,1.0,1.0
GO:0090566,1.0,1.0
GO:0090581,1.0,1.0
GO:0090582,1.0,1.0
GO:0090584,1.0,1.0
GO:0090585,1.0,1.0
GO:0090586,1.0,1.0
GO:0090588,1.0,1.0
GO:0090589,1.0,1.0
GO:0090605,1.0,1.0
GO:0090609,1.0,1.0
GO:0090729,1.0,1.0
GO:0097023,1.0,1.0
GO:0097047,1.0,1.0
GO:0097052,1.0,1.0
GO:0097054,1.0,1.0
GO:0097098,1.0,1.0
GO:0097159,1.0,1.0
GO:0097163,1.0,1.0
GO:0097171,1.0,1.0
GO:0097173,1.0,1.0
GO:0097175,1.0,1.0
GO:0097216,0.28948821796759944,1.0
GO:0097264,1.0,1.0
GO:0097266,1.0,1.0
GO:0097268,1.0,1.0
GO:0097304,1.0,1.0
GO:0097339,1.0,1.0
GO:0097347,1.0,1.0
GO:0097351,1.0,1.0
GO:0097367,1.0,1.0
GO:0097428,1.0,1.0
GO:0097495,1.0,1.0
GO:0097501,1.0,1.0
GO:0097510,1.0,1.0
GO:0097533,1.0,1.0
GO:0097588,1.0,1.0
GO:0097623,1.0,1.0
GO:0097638,1.0,1.0
GO:0097639,1.0,1.0
GO:0097657,1.0,1.0
GO:0097697,1.0,1.0
GO:0097718,1.0,1.0
GO:0098002,1.0,1.0
GO:0098531,1.0,1.0
GO:0098561,1.0,1.0
GO:0098567,1.0,1.0
GO:0098655,1.0,1.0
GO:0098656,1.0,1.0
GO:0098660,1.0,1.0
GO:0098708,1.0,1.0
GO:0098710,1.0,1.0
GO:0098711,1.0,1.0
GO:0098712,1.0,1.0
GO:0098716,1.0,1.0
GO:0098719,1.0,1.0
GO:0098721,1.0,1.0
GO:0098732,1.0,1.0
GO:0098775,1.0,1.0
GO:0098777,1.0,1.0
GO:0098795,1.0,1.0
GO:0098796,1.0,1.0
GO:0098797,1.0,1.0
GO:0098809,1.0,1.0
GO:0098847,1.0,1.0
GO:0098848,1.0,1.0
GO:0098869,1.0,1.0
GO:0099048,1.0,1.0
GO:0099513,1.0,1.0
GO:0099618,1.0,1.0
GO:0099619,1.0,1.0
GO:0099620,1.0,1.0
GO:0099621,1.0,1.0
GO:0101006,1.0,1.0
GO:0101030,1.0,1.0
GO:0102009,1.0,1.0
GO:0102025,1.0,1.0
GO:0102027,1.0,1.0
GO:0102028,1.0,1.0
GO:0102029,0.3571428571428571,1.0
GO:0102031,1.0,1.0
GO:0102039,1.0,1.0
GO:0102094,1.0,1.0
GO:0102130,1.0,1.0
GO:0102148,1.0,1.0
GO:0102198,1.0,1.0
GO:0102208,1.0,1.0
GO:0102250,1.0,1.0
GO:0102262,1.0,1.0
GO:0102264,1.0,1.0
GO:0102266,1.0,1.0
GO:0102391,1.0,1.0
GO:0102420,1.0,1.0
GO:0102480,1.0,1.0
GO:0102483,1.0,1.0
GO:0102499,1.0,1.0
GO:0102500,1.0,1.0
GO:0102545,1.0,1.0
GO:0102559,1.0,1.0
GO:0102635,1.0,1.0
GO:0102742,1.0,1.0
GO:0102752,1.0,1.0
GO:0102810,0.3571428571428571,1.0
GO:0102955,1.0,1.0
GO:0103015,1.0,1.0
GO:0103020,1.0,1.0
GO:0103023,1.0,1.0
GO:0103026,1.0,1.0
GO:0103031,1.0,1.0
GO:0103039,1.0,1.0
GO:0103043,1.0,1.0
GO:0103045,1.0,1.0
GO:0103046,1.0,1.0
GO:0103047,1.0,1.0
GO:0103068,1.0,1.0
GO:0103116,1.0,1.0
GO:0103117,1.0,1.0
GO:0103118,1.0,1.0
GO:0106004,1.0,1.0
GO:0106008,1.0,1.0
GO:0106009,1.0,1.0
GO:0106026,1.0,1.0
GO:0106029,1.0,1.0
GO:0106035,1.0,1.0
GO:0106044,1.0,1.0
GO:0106074,1.0,1.0
GO:0106099,1.0,1.0
GO:0106141,1.0,1.0
GO:0106226,1.0,1.0
GO:0106234,1.0,1.0
GO:0106251,1.0,1.0
GO:0106281,1.0,1.0
GO:0106300,1.0,1.0
GO:0106310,1.0,1.0
GO:0106312,1.0,1.0
GO:0106316,1.0,1.0
GO:0106321,1.0,1.0
GO:0106322,1.0,1.0
GO:0106343,1.0,1.0
GO:0106350,0.3571428571428571,1.0
GO:0106354,1.0,1.0
GO:0106366,1.0,1.0
GO:0106411,1.0,1.0
GO:0106415,1.0,1.0
GO:0106418,1.0,1.0
GO:0106430,1.0,1.0
GO:0106435,1.0,1.0
GO:0110001,1.0,1.0
GO:0110051,1.0,1.0
GO:0110052,1.0,1.0
GO:0110068,1.0,1.0
GO:0110095,1.0,1.0
GO:0110142,1.0,1.0
GO:0110147,1.0,1.0
GO:0110153,1.0,1.0
GO:0110154,0.3571428571428571,1.0
GO:0110155,1.0,1.0
GO:0120009,1.0,1.0
GO:0120010,1.0,1.0
GO:0120014,1.0,1.0
GO:0120029,1.0,1.0
GO:0120092,1.0,1.0
GO:0120101,1.0,1.0
GO:0120102,1.0,1.0
GO:0120107,1.0,1.0
GO:0120159,1.0,1.0
GO:0120232,1.0,1.0
GO:0120233,1.0,1.0
GO:0120241,1.0,1.0
GO:0120242,1.0,1.0
GO:0120243,1.0,1.0
GO:0120284,1.0,1.0
GO:0140009,1.0,1.0
GO:0140018,1.0,1.0
GO:0140032,1.0,1.0
GO:0140048,1.0,1.0
GO:0140078,1.0,1.0
GO:0140098,1.0,1.0
GO:0140114,1.0,1.0
GO:0140132,1.0,1.0
GO:0140205,1.0,1.0
GO:0140207,1.0,1.0
GO:0140271,1.0,1.0
GO:0140297,1.0,1.0
GO:0140303,1.0,1.0
GO:0140306,1.0,1.0
GO:0140315,1.0,1.0
GO:0140330,1.0,1.0
GO:0140359,1.0,1.0
GO:0140581,1.0,1.0
GO:0140640,1.0,1.0
GO:0140647,1.0,1.0
GO:0140658,1.0,1.0
GO:0140662,1.0,1.0
GO:0140663,1.0,1.0
GO:0140664,1.0,1.0
GO:0140673,0.3571428571428571,1.0
GO:0140677,1.0,1.0
GO:0140678,1.0,1.0
GO:0140690,1.0,1.0
GO:0140691,1.0,1.0
GO:0140696,1.0,1.0
GO:0140741,1.0,1.0
GO:0140824,1.0,1.0
GO:0140826,1.0,1.0
GO:0140911,1.0,1.0
GO:0140967,1.0,1.0
GO:0141098,1.0,1.0
GO:0141100,1.0,1.0
GO:0141102,1.0,1.0
GO:0160013,1.0,1.0
GO:0160016,1.0,1.0
GO:0160129,1.0,1.0
GO:0160136,1.0,1.0
GO:0160137,1.0,1.0
GO:0160138,1.0,1.0
GO:0160139,1.0,1.0
GO:0160140,1.0,1.0
GO:0160141,1.0,1.0
GO:0160142,1.0,1.0
GO:0160147,1.0,1.0
GO:0160148,1.0,1.0
GO:0160149,1.0,1.0
GO:0160150,1.0,1.0
GO:0160151,1.0,1.0
GO:0170057,1.0,1.0
GO:1900079,1.0,1.0
GO:1900081,1.0,1.0
GO:1900190,1.0,1.0
GO:1900191,1.0,1.0
GO:1900231,1.0,1.0
GO:1900232,1.0,1.0
GO:1900233,1.0,1.0
GO:1900372,1.0,1.0
GO:1900376,1.0,1.0
GO:1900378,1.0,1.0
GO:1900705,1.0,1.0
GO:1900727,1.0,1.0
GO:1900749,1.0,1.0
GO:1900750,1.0,1.0
GO:1900751,1.0,1.0
GO:1901135,1.0,1.0
GO:1901137,1.0,1.0
GO:1901264,1.0,1.0
GO:1901275,1.0,1.0
GO:1901276,1.0,1.0
GO:1901281,1.0,1.0
GO:1901359,1.0,1.0
GO:1901360,0.3571428571428571,1.0
GO:1901362,1.0,1.0
GO:1901367,1.0,1.0
GO:1901381,1.0,1.0
GO:1901422,1.0,1.0
GO:1901425,1.0,1.0
GO:1901505,1.0,1.0
GO:1901515,1.0,1.0
GO:1901530,1.0,1.0
GO:1901562,0.3571428571428571,1.0
GO:1901565,1.0,1.0
GO:1901605,1.0,1.0
GO:1901611,1.0,1.0
GO:1901612,1.0,1.0
GO:1901615,1.0,1.0
GO:1901642,1.0,1.0
GO:1901652,1.0,1.0
GO:1901663,1.0,1.0
GO:1901678,1.0,1.0
GO:1901681,1.0,1.0
GO:1901682,1.0,1.0
GO:1901800,1.0,1.0
GO:1901875,1.0,1.0
GO:1901891,1.0,1.0
GO:1901913,1.0,1.0
GO:1901973,1.0,1.0
GO:1901982,1.0,1.0
GO:1902021,1.0,1.0
GO:1902022,1.0,1.0
GO:1902047,1.0,1.0
GO:1902075,1.0,1.0
GO:1902201,1.0,1.0
GO:1902208,1.0,1.0
GO:1902209,1.0,1.0
GO:1902210,1.0,1.0
GO:1902270,1.0,1.0
GO:1902280,1.0,1.0
GO:1902328,1.0,1.0
GO:1902344,1.0,1.0
GO:1902358,1.0,1.0
GO:1902369,1.0,1.0
GO:1902421,1.0,1.0
GO:1902444,1.0,1.0
GO:1902475,1.0,1.0
GO:1902476,1.0,1.0
GO:1902494,1.0,1.0
GO:1902495,1.0,1.0
GO:1902503,1.0,1.0
GO:1902508,1.0,1.0
GO:1902515,1.0,1.0
GO:1902517,1.0,1.0
GO:1902555,1.0,1.0
GO:1902560,1.0,1.0
GO:1902599,1.0,1.0
GO:1902600,0.3571428571428571,1.0
GO:1902601,1.0,1.0
GO:1902603,1.0,1.0
GO:1902604,1.0,1.0
GO:1902626,1.0,1.0
GO:1902670,1.0,1.0
GO:1902687,1.0,1.0
GO:1902758,1.0,1.0
GO:1902760,1.0,1.0
GO:1902777,1.0,1.0
GO:1902815,1.0,1.0
GO:1902836,1.0,1.0
GO:1902912,1.0,1.0
GO:1903052,1.0,1.0
GO:1903066,1.0,1.0
GO:1903103,1.0,1.0
GO:1903228,1.0,1.0
GO:1903352,1.0,1.0
GO:1903401,1.0,1.0
GO:1903412,1.0,1.0
GO:1903424,1.0,1.0
GO:1903425,1.0,1.0
GO:1903457,1.0,1.0
GO:1903605,1.0,1.0
GO:1903607,1.0,1.0
GO:1903658,1.0,1.0
GO:1903692,1.0,1.0
GO:1903711,1.0,1.0
GO:1903712,1.0,1.0
GO:1903714,1.0,1.0
GO:1903785,1.0,1.0
GO:1903801,1.0,1.0
GO:1903803,1.0,1.0
GO:1903804,1.0,1.0
GO:1903805,1.0,1.0
GO:1903806,1.0,1.0
GO:1903810,1.0,1.0
GO:1903826,1.0,1.0
GO:1903830,1.0,1.0
GO:1903865,1.0,1.0
GO:1903966,1.0,1.0
GO:1903981,1.0,1.0
GO:1904047,1.0,1.0
GO:1904082,1.0,1.0
GO:1904176,1.0,1.0
GO:1904334,1.0,1.0
GO:1904583,1.0,1.0
GO:1904659,1.0,1.0
GO:1904680,1.0,1.0
GO:1904689,1.0,1.0
GO:1904823,1.0,1.0
GO:1904852,1.0,1.0
GO:1904949,1.0,1.0
GO:1904981,1.0,1.0
GO:1905039,1.0,1.0
GO:1905153,1.0,1.0
GO:1905348,1.0,1.0
GO:1905360,1.0,1.0
GO:1905368,1.0,1.0
GO:1905502,1.0,1.0
GO:1905647,1.0,1.0
GO:1905887,1.0,1.0
GO:1905906,1.0,1.0
GO:1990000,1.0,1.0
GO:1990002,1.0,1.0
GO:1990060,1.0,1.0
GO:1990061,1.0,1.0
GO:1990063,1.0,1.0
GO:1990065,1.0,1.0
GO:1990077,1.0,1.0
GO:1990078,1.0,1.0
GO:1990082,1.0,1.0
GO:1990084,1.0,1.0
GO:1990085,1.0,1.0
GO:1990097,1.0,1.0
GO:1990099,1.0,1.0
GO:1990100,1.0,1.0
GO:1990101,1.0,1.0
GO:1990102,1.0,1.0
GO:1990103,0.536082474226804,1.0
GO:1990107,1.0,1.0
GO:1990121,1.0,1.0
GO:1990133,1.0,1.0
GO:1990140,1.0,1.0
GO:1990145,0.3571428571428571,1.0
GO:1990148,0.3571428571428571,1.0
GO:1990154,1.0,1.0
GO:1990156,1.0,1.0
GO:1990158,1.0,1.0
GO:1990159,1.0,1.0
GO:1990160,1.0,1.0
GO:1990169,1.0,1.0
GO:1990177,1.0,1.0
GO:1990178,0.536082474226804,1.0
GO:1990189,1.0,1.0
GO:1990191,1.0,1.0
GO:1990193,1.0,1.0
GO:1990195,1.0,1.0
GO:1990196,1.0,1.0
GO:1990197,1.0,1.0
GO:1990198,1.0,1.0
GO:1990199,1.0,1.0
GO:1990201,1.0,1.0
GO:1990202,1.0,1.0
GO:1990204,1.0,1.0
GO:1990205,1.0,1.0
GO:1990207,1.0,1.0
GO:1990220,1.0,1.0
GO:1990221,1.0,1.0
GO:1990222,1.0,1.0
GO:1990228,1.0,1.0
GO:1990229,1.0,1.0
GO:1990230,1.0,1.0
GO:1990234,1.0,1.0
GO:1990235,1.0,1.0
GO:1990238,1.0,1.0
GO:1990275,1.0,1.0
GO:1990281,1.0,1.0
GO:1990329,1.0,1.0
GO:1990330,1.0,1.0
GO:1990351,1.0,1.0
GO:1990362,1.0,1.0
GO:1990391,1.0,1.0
GO:1990397,1.0,1.0
GO:1990451,1.0,1.0
GO:1990481,1.0,1.0
GO:1990497,1.0,1.0
GO:1990531,1.0,1.0
GO:1990532,1.0,1.0
GO:1990539,1.0,1.0
GO:1990586,1.0,1.0
GO:1990587,1.0,1.0
GO:1990588,1.0,1.0
GO:1990610,1.0,1.0
GO:1990641,1.0,1.0
GO:1990710,1.0,1.0
GO:1990817,1.0,1.0
GO:1990827,1.0,1.0
GO:1990829,1.0,1.0
GO:1990837,1.0,1.0
GO:1990904,1.0,1.0
GO:1990929,1.0,1.0
GO:1990961,0.3571428571428571,1.0
GO:2000104,1.0,1.0
GO:2000142,0.3571428571428571,1.0
GO:2000143,1.0,1.0
GO:2000144,0.3571428571428571,1.0
GO:2000145,1.0,1.0
GO:2000186,1.0,1.0
GO:2000245,1.0,1.0
GO:2000766,1.0,1.0
GO:2000767,1.0,1.0
GO:2000892,1.0,1.0
GO:2001008,1.0,1.0
GO:2001023,1.0,1.0
GO:2001059,1.0,1.0
GO:2001061,1.0,1.0
GO:2001125,1.0,1.0
GO:2001251,1.0,1.0
GO:2001295,1.0,1.0
GO:2001315,1.0,1.0
